case_key,year,announcement_date,award_date,unit_id,unit_name,job_number,title,procurement_category,tender_method,award_method,budget_amount,award_amount,winner_count,winning_vendors,performance_location,performance_region,performance_period,road_names,road_name_source,work_tags,is_road_related,is_open_contract,source_url,raw_file
3.76.55|AB1110003303|20230103|BDM-1-70198088,2023,20230103,2022-12-28,3.76.55,花蓮縣政府,AB1110003303,「112年度花蓮縣原住民族野菜學校委託經營與管理計畫」勞務採購案,<勞務類>911政府行政服務,經公開評選或公開徵求之限制性招標,準用最有利標,850000,850000,1,獨邁解決顧問有限公司,,,,,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20230103&fn=BDM-1-70198088.xml,data/raw/hualien/2023/tenders/20230103_3.76.55_AB1110003303.json
3.76.55|AC1101123-1|20230103|BDM-1-70196954,2023,20230103,2022-12-29,3.76.55,花蓮縣政府,AC1101123-1,112年度戶役政資訊系統電腦軟硬體設備維護後續擴充案,<勞務類>845辦公室機器及設備(包括電腦)之維修服務,限制性招標(未經公開評選或公開徵求),最低標,1350550,1350550,1,大同股份有限公司花蓮分公司,,,,,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20230103&fn=BDM-1-70196954.xml,data/raw/hualien/2023/tenders/20230103_3.76.55_AC1101123-1.json
3.76.55|EA1111201|20230103|BDM-1-70196805,2023,20230103,2022-12-22,3.76.55,花蓮縣政府,EA1111201,花蓮縣都市計畫空間資訊應用管理系統改改版暨圖資維運第二期計畫案,<勞務類>842軟體執行服務,限制性招標(未經公開評選或公開徵求),最低標,5000000,4750000,1,台灣世曦工程顧問股份有限公司,,,,,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20230103&fn=BDM-1-70196805.xml,data/raw/hualien/2023/tenders/20230103_3.76.55_EA1111201.json
3.76.55|SC1110004593|20230103|BDM-1-70198244,2023,20230103,2022-12-27,3.76.55,花蓮縣政府,SC1110004593,花蓮縣成年人監護(輔助)權歸屬訪視調查及執行個案管理服務,<勞務類>933社會服務,經公開評選或公開徵求之限制性招標,準用最有利標,2600000,2600000,1,維安社會工作師事務所,,,,,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20230103&fn=BDM-1-70198244.xml,data/raw/hualien/2023/tenders/20230103_3.76.55_SC1110004593.json
3.76.55|SK1110002987|20230103|aaa-70199234,2023,20230103,2022-12-29,3.76.55,花蓮縣政府,SK1110002987,112年度文書及檔案管理等勞務工作,<勞務類>911政府行政服務,限制性招標(未經公開評選或公開徵求),最低標,840000,744000,2,謝詠竹；朱家辰,,,,,,,0,0,https://web.pcc.gov.tw/prkms/urlSelector/common/atm?pk=NzAxOTkyMzQ=,data/raw/hualien/2023/tenders/20230103_3.76.55_SK1110002987.json
3.76.55|TR1110002096|20230103|BDM-1-70197535,2023,20230103,2022-12-26,3.76.55,花蓮縣政府,TR1110002096,112年花蓮縣政府旅遊服務中心委託管理案,<勞務類>866與管理顧問有關之服務,經公開評選或公開徵求之限制性招標,準用最有利標,2348280,2348280,1,雷門數據服務股份有限公司,,,,,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20230103&fn=BDM-1-70197535.xml,data/raw/hualien/2023/tenders/20230103_3.76.55_TR1110002096.json
3.76.55.20|FI1111201OD|20230103|BDM-1-70197324,2023,20230103,2022-12-27,3.76.55.20,花蓮縣消防局,FI1111201OD,111年花蓮縣消防局震災救助及特種搜救訓練裝備器材採購案,<財物類>449其他特殊用途之機具及其零件,公開招標,最低標,5500000,5150000,1,宏禧企業有限公司,,,,,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20230103&fn=BDM-1-70197324.xml,data/raw/hualien/2023/tenders/20230103_3.76.55.20_FI1111201OD.json
3.76.55.28|CU1110011943|20230103|BDM-1-70197492,2023,20230103,2022-12-29,3.76.55.28,花蓮縣文化局,CU1110011943,111-112年電子書財物採購,"<財物類>32紙漿,紙及紙產品;印刷品及相關的商品",公開招標,最有利標,1158400,1158400,1,凌網科技股份有限公司,,,,,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20230103&fn=BDM-1-70197492.xml,data/raw/hualien/2023/tenders/20230103_3.76.55.28_CU1110011943.json
3.76.55.28|CU1110013896|20230103|BDM-1-70196991,2023,20230103,2022-12-28,3.76.55.28,花蓮縣文化局,CU1110013896,復興街55號 X Hualien gallery公共藝術設置亮點計畫,"<勞務類>96娛樂,文化,體育服務",限制性招標(未經公開評選或公開徵求),最低標,1750000,1750000,1,日目視覺藝術有限公司,,,,復興街,標案名稱,,1,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20230103&fn=BDM-1-70196991.xml,data/raw/hualien/2023/tenders/20230103_3.76.55.28_CU1110013896.json
3.76.55.3.5|EPB111039996|20230103|BDM-1-70198327,2023,20230103,2022-12-28,3.76.55.3.5,花蓮縣環境保護局,EPB111039996,112年度低碳生活及產業生產建置計畫,<勞務類>865管理顧問服務,經公開評選或公開徵求之限制性招標,準用最有利標,9360000,9160000,1,長慧環境科技有限公司,,,,,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20230103&fn=BDM-1-70198327.xml,data/raw/hualien/2023/tenders/20230103_3.76.55.3.5_EPB111039996.json
