year,date,stage,unit_id,job_number,issue,raw_file
2025,20250101,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2025,20250104,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2025,20250105,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2025,20250107,normalize,3.87.13.3,1131213-01,找不到對應案件詳情,data/raw/taichung/2025/tenders/20250107_3.87.13.3_1131213-01.json
2025,20250107,normalize,3.87.13.3,1131213-01,找不到對應案件詳情,data/raw/taichung/2025/tenders/20250107_3.87.13.3_1131213-01.json
2025,20250107,normalize,3.87.13.3,1131213-01,缺少可解析的決標金額,data/raw/taichung/2025/tenders/20250107_3.87.13.3_1131213-01.json
2025,20250107,normalize,3.87.13.3,1131213-01,缺少可解析的決標金額,data/raw/taichung/2025/tenders/20250107_3.87.13.3_1131213-01.json
2025,20250108,normalize,3.87.33.39,113050,找不到對應案件詳情,data/raw/taichung/2025/tenders/20250108_3.87.33.39_113050.json
2025,20250108,normalize,3.87.33.39,113050,找不到對應案件詳情,data/raw/taichung/2025/tenders/20250108_3.87.33.39_113050.json
2025,20250108,normalize,3.87.33.39,113050,缺少可解析的決標金額,data/raw/taichung/2025/tenders/20250108_3.87.33.39_113050.json
2025,20250108,normalize,3.87.33.39,113050,缺少可解析的決標金額,data/raw/taichung/2025/tenders/20250108_3.87.33.39_113050.json
2025,20250109,normalize,3.87.15,N1131115140,找不到對應案件詳情,data/raw/taichung/2025/tenders/20250109_3.87.15_N1131115140.json
2025,20250109,normalize,3.87.15,N1131115140,找不到對應案件詳情,data/raw/taichung/2025/tenders/20250109_3.87.15_N1131115140.json
2025,20250109,normalize,3.87.15,N1131115140,缺少可解析的決標金額,data/raw/taichung/2025/tenders/20250109_3.87.15_N1131115140.json
2025,20250109,normalize,3.87.15,N1131115140,缺少可解析的決標金額,data/raw/taichung/2025/tenders/20250109_3.87.15_N1131115140.json
2025,20250111,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2025,20250112,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2025,20250115,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2025,20250118,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2025,20250119,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2025,20250122,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2025,20250125,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2025,20250126,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2025,20250127,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2025,20250128,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2025,20250129,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2025,20250130,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2025,20250131,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2025,20250201,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2025,20250202,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2025,20250209,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2025,20250215,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2025,20250216,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2025,20250219,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2025,20250220,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2025,20250221,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2025,20250222,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2025,20250223,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2025,20250228,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2025,20250301,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2025,20250302,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2025,20250308,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2025,20250309,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2025,20250315,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2025,20250316,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2025,20250317,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2025,20250318,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2025,20250319,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2025,20250322,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2025,20250323,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2025,20250328,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2025,20250329,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2025,20250330,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2025,20250403,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2025,20250404,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2025,20250405,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2025,20250406,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2025,20250412,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2025,20250413,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2025,20250414,normalize,3.87.33.40,114010,缺少可解析的決標金額,data/raw/taichung/2025/tenders/20250414_3.87.33.40_114010.json
2025,20250414,normalize,3.87.33.40,114011,缺少可解析的決標金額,data/raw/taichung/2025/tenders/20250414_3.87.33.40_114011.json
2025,20250414,normalize,3.87.33.40,114012,缺少可解析的決標金額,data/raw/taichung/2025/tenders/20250414_3.87.33.40_114012.json
2025,20250414,normalize,3.87.33.40,114014,缺少可解析的決標金額,data/raw/taichung/2025/tenders/20250414_3.87.33.40_114014.json
2025,20250414,normalize,3.87.33.40,114015,缺少可解析的決標金額,data/raw/taichung/2025/tenders/20250414_3.87.33.40_114015.json
2025,20250414,normalize,3.87.33.40,114016,缺少可解析的決標金額,data/raw/taichung/2025/tenders/20250414_3.87.33.40_114016.json
2025,20250416,normalize,3.87.33.40,114003,缺少可解析的決標金額,data/raw/taichung/2025/tenders/20250416_3.87.33.40_114003.json
2025,20250416,normalize,3.87.33.40,114004,缺少可解析的決標金額,data/raw/taichung/2025/tenders/20250416_3.87.33.40_114004.json
2025,20250417,normalize,3.87.33.40,114005,缺少可解析的決標金額,data/raw/taichung/2025/tenders/20250417_3.87.33.40_114005.json
2025,20250417,normalize,3.87.33.40,114006,缺少可解析的決標金額,data/raw/taichung/2025/tenders/20250417_3.87.33.40_114006.json
2025,20250417,normalize,3.87.33.40,114007,缺少可解析的決標金額,data/raw/taichung/2025/tenders/20250417_3.87.33.40_114007.json
2025,20250419,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2025,20250420,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2025,20250426,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2025,20250427,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2025,20250501,normalize,3.87.33.40,114036,缺少可解析的決標金額,data/raw/taichung/2025/tenders/20250501_3.87.33.40_114036.json
2025,20250502,normalize,3.87.33.40,114031,缺少可解析的決標金額,data/raw/taichung/2025/tenders/20250502_3.87.33.40_114031.json
2025,20250502,normalize,3.87.33.40,114032,缺少可解析的決標金額,data/raw/taichung/2025/tenders/20250502_3.87.33.40_114032.json
2025,20250502,normalize,3.87.33.40,114034,缺少可解析的決標金額,data/raw/taichung/2025/tenders/20250502_3.87.33.40_114034.json
2025,20250503,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2025,20250504,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2025,20250505,normalize,3.87.33.40,114035,缺少可解析的決標金額,data/raw/taichung/2025/tenders/20250505_3.87.33.40_114035.json
2025,20250507,normalize,3.87.33.40,114025,缺少可解析的決標金額,data/raw/taichung/2025/tenders/20250507_3.87.33.40_114025.json
2025,20250507,normalize,3.87.33.40,114026,缺少可解析的決標金額,data/raw/taichung/2025/tenders/20250507_3.87.33.40_114026.json
2025,20250507,normalize,3.87.33.40,114027,缺少可解析的決標金額,data/raw/taichung/2025/tenders/20250507_3.87.33.40_114027.json
2025,20250507,normalize,3.87.33.40,114028,缺少可解析的決標金額,data/raw/taichung/2025/tenders/20250507_3.87.33.40_114028.json
2025,20250507,normalize,3.87.33.40,114029,缺少可解析的決標金額,data/raw/taichung/2025/tenders/20250507_3.87.33.40_114029.json
2025,20250507,normalize,3.87.33.40,114030,缺少可解析的決標金額,data/raw/taichung/2025/tenders/20250507_3.87.33.40_114030.json
2025,20250510,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2025,20250511,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2025,20250517,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2025,20250518,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2025,20250525,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2025,20250527,daily,,,非 JSON 回應：text/html; charset=UTF-8,
2025,20250530,daily,,,非 JSON 回應：text/html; charset=UTF-8,
