case_key,year,announcement_date,award_date,unit_id,unit_name,job_number,title,procurement_category,tender_method,award_method,budget_amount,award_amount,winner_count,winning_vendors,performance_location,performance_region,performance_period,road_names,road_name_source,work_tags,is_road_related,is_open_contract,source_url,raw_file
3.87.1|10909161450|20210104|BDM-1-53296990,2021,20210104,2020-12-29,3.87.1,臺中市政府秘書處,10909161450,臺中市政府110年度生日賀禮採購案,<財物類>389其他製造商品,公開招標,最有利標,1320000,1320000,1,臺中市霧峰區農會,臺中市(非原住民地區),臺中市－全區,109/12/30－110/12/31(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20210104&fn=BDM-1-53296990.xml,data/raw/taichung/2021/tenders/20210104_3.87.1_10909161450.json
3.87.1|10911051035|20210104|BDM-1-53297173,2021,20210104,2020-12-28,3.87.1,臺中市政府秘書處,10911051035,110年度臺中巿政府臺灣大道巿政大樓飲用水設備耗材更換維護採購,<勞務類>94污水及垃圾處理、公共衛生及其他環保服務,公開取得報價單或企劃書,最低標,312935,237000,1,賀圓企業有限公司,臺中市(非原住民地區),臺中市－西屯區,110/01/01－110/12/31(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20210104&fn=BDM-1-53297173.xml,data/raw/taichung/2021/tenders/20210104_3.87.1_10911051035.json
3.87.1|10911061105|20210104|BDM-1-53296449,2021,20210104,2020-12-28,3.87.1,臺中市政府秘書處,10911061105,110年臺中市政府臺灣大道市政大樓LED電視牆維護保養採購,<勞務類>8676技術檢定與分析服務,公開取得報價單或企劃書,參考最有利標精神,800000,799996,1,台灣松下銷售股份有限公司,臺中市(非原住民地區),臺中市－西屯區,110/01/01－110/12/31(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20210104&fn=BDM-1-53296449.xml,data/raw/taichung/2021/tenders/20210104_3.87.1_10911061105.json
3.87.1|10911120816|20210104|BDM-1-53296541,2021,20210104,2020-12-28,3.87.1,臺中市政府秘書處,10911120816,110年度臺中市政府陽明市政大樓電梯維護保養採購,<勞務類>8676技術檢定與分析服務,限制性招標(未經公開評選或公開徵求),最低標,540000,498000,1,台灣三菱電梯股份有限公司台中分公司,臺中市(非原住民地區),臺中市－豐原區,110/01/01－110/12/31(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20210104&fn=BDM-1-53296541.xml,data/raw/taichung/2021/tenders/20210104_3.87.1_10911120816.json
3.87.1|10911160910|20210104|BDM-1-53297288,2021,20210104,2020-12-29,3.87.1,臺中市政府秘書處,10911160910,臺中市政府110年度致意市民罐頭塔採購案,<財物類>389其他製造商品,公開取得報價單或企劃書,參考最有利標精神,510000,360000,1,双美花莊(獨資),其他,臺中市－全區,110/01/01－110/12/31(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20210104&fn=BDM-1-53297288.xml,data/raw/taichung/2021/tenders/20210104_3.87.1_10911160910.json
3.87.1|10911170900|20210104|BDM-1-53297472,2021,20210104,2020-12-31,3.87.1,臺中市政府秘書處,10911170900,臺中市政府秘書處110年度中型巴士維護採購案,"<財物類>491機動車,拖車,半拖車;車輛機件",限制性招標(未經公開評選或公開徵求),最低標,255000,224400,1,長源汽車股份有限公司台中分公司,臺中市(非原住民地區),臺中市－全區,110/01/01－110/12/31,,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20210104&fn=BDM-1-53297472.xml,data/raw/taichung/2021/tenders/20210104_3.87.1_10911170900.json
3.87.1|10911170930|20210104|BDM-1-53297340,2021,20210104,2020-12-29,3.87.1,臺中市政府秘書處,10911170930,臺中市政府110年度致意市民輓聯採購案,"<財物類>32紙漿,紙及紙產品;印刷品及相關的商品",公開取得報價單或企劃書,最低標,556000,512500,1,晉雅堂(獨資),其他,臺中市－全區,110/01/01－110/08/31(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20210104&fn=BDM-1-53297340.xml,data/raw/taichung/2021/tenders/20210104_3.87.1_10911170930.json
3.87.1|10911171400|20210104|BDM-1-53297109,2021,20210104,2020-12-28,3.87.1,臺中市政府秘書處,10911171400,110年度臺中市政府臺灣大道巿政大樓機電、消防、給排水設備維護保養採購,<勞務類>8676技術檢定與分析服務,限制性招標(經公開評選或公開徵求),準用最有利標,4920000,4920000,1,國霖機電管理服務股份有限公司,臺中市(非原住民地區),臺中市－西屯區,110/01/01－110/12/31(預估),,,排水清淤,1,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20210104&fn=BDM-1-53297109.xml,data/raw/taichung/2021/tenders/20210104_3.87.1_10911171400.json
3.87.1|10911181325|20210104|BDM-1-53297060,2021,20210104,2020-12-28,3.87.1,臺中市政府秘書處,10911181325,110年度臺中市政府陽明巿政大樓機電、消防、給排水設備維護保養採購,<勞務類>8676技術檢定與分析服務,限制性招標(經公開評選或公開徵求),準用最有利標,2200000,2200000,1,國霖機電管理服務股份有限公司,臺中市(非原住民地區),臺中市－豐原區,110/01/01－110/12/31(預估),,,排水清淤,1,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20210104&fn=BDM-1-53297060.xml,data/raw/taichung/2021/tenders/20210104_3.87.1_10911181325.json
3.87.1|10911191350|20210104|BDM-1-53296562,2021,20210104,2020-12-28,3.87.1,臺中市政府秘書處,10911191350,110年臺中市政府陽明市政大樓綠美化維護採購,<勞務類>881附帶於農、牧、林之服務,限制性招標(經公開評選或公開徵求),準用最有利標,2786800,2786800,1,兆筌有限公司,臺中市(非原住民地區),臺中市－豐原區,110/01/01－110/12/31(預估),,,,0,0,https://web.pcc.gov.tw/prkms/tender/common/noticeDate/redirectPublic?ds=20210104&fn=BDM-1-53296562.xml,data/raw/taichung/2021/tenders/20210104_3.87.1_10911191350.json
